,station_id,lat,lng,pickup_count,dropoff_count,total_trips,cluster
547,3478,40.65708866668485,-74.00870203971863,7740,9101,16841,5
548,3157,40.77518615,-73.94446054,8383,8440,16823,25
549,3404,40.670492200000005,-73.98541675,8333,8405,16738,13
550,3613,40.745038,-73.957539,8297,8316,16613,22
551,3290,40.7779453,-73.94604100000001,8175,8277,16452,25
552,3583,40.6716493,-73.9631145,8633,7796,16429,6
553,3569,40.6758324,-73.95616770000001,8301,8122,16423,6
554,3666,40.7664255270288,-73.92062902450563,8168,8185,16353,8
555,3628,40.8025566,-73.9490782,8128,8190,16318,21
556,3509,40.8011939,-73.9500739,7849,8433,16282,21
557,3574,40.6769694,-73.96579,8254,7917,16171,6
558,419,40.69580705,-73.97355569,8044,7938,15982,1
559,3254,40.69231660719192,-74.01486575603484,7895,7933,15828,12
560,3182,40.686931,-74.016966,7882,7813,15695,5
561,3592,40.7633589,-73.92864709999999,7834,7827,15661,8
562,3332,40.68199044270703,-73.99079024791719,7764,7892,15656,19
563,396,40.680342423,-73.9557689392,8477,7174,15651,6
564,3068,40.7031724,-73.940636,7554,8090,15644,10
565,3344,40.679043,-74.011169,7347,8209,15556,5
566,3397,40.6763947,-73.99869893,7647,7850,15497,19
567,3049,40.68488,-73.96304,7727,7730,15457,1
568,289,40.684568299999995,-73.95881081,9037,6282,15319,6
569,3602,40.763154,-73.920827,7644,7625,15269,8
570,278,40.69766564,-73.98476437,7680,7585,15265,20
571,3067,40.7016657,-73.9437303,7379,7869,15248,18
572,3535,40.804038,-73.945925,7580,7641,15221,14
573,3705,40.72840059450829,-73.99968780577183,7571,7626,15197,2
574,3623,40.8109494,-73.9634,8452,6741,15193,21
575,3469,40.73181401720966,-73.95995020866394,7446,7690,15136,22
576,3297,40.668662700000006,-73.97988067,7755,7172,14927,13
577,3510,40.8078316,-73.949373,7322,7448,14770,21
578,3355,40.768008893059466,-73.96845281124116,7382,7387,14769,15
579,3241,40.686203000000006,-73.944694,7470,7217,14687,18
580,421,40.69573398,-73.97129668,7585,6979,14564,1
581,216,40.70037867,-73.99548059,7919,6599,14518,20
582,3676,40.675832943912894,-74.01472628116608,6865,7650,14515,5
583,3709,40.73804614248277,-73.99642959237099,7149,7364,14513,29
584,3611,40.7449067,-73.9534573,7172,7259,14431,22
585,397,40.68415748,-73.96922273,7842,6537,14379,24
586,3052,40.686312,-73.935775,7109,7179,14288,18
587,3447,40.76703432309872,-73.95622730255127,7131,7154,14285,15
588,3249,40.68035608404339,-73.94767910242079,7092,7113,14205,18
589,3579,40.672695,-73.954131,7127,7046,14173,6
590,3057,40.69128258,-73.9452416,7076,7068,14144,18
591,3502,40.79541210000001,-73.9441232,6959,7110,14069,14
592,3130,40.75325964,-73.94335788,6983,7076,14059,3
593,245,40.69327018,-73.97703874,7495,6528,14023,1
594,3673,40.67759206937376,-73.95563721656801,7021,6950,13971,6
595,3047,40.682368700000005,-73.944118,6888,6939,13827,18
596,3088,40.7160751,-73.95202900000001,6907,6907,13814,10
597,3363,40.7904828,-73.95033068,6822,6894,13716,25
598,3610,40.770845,-73.93417099999999,6802,6879,13681,8
599,3338,40.7862586,-73.94552579,6740,6846,13586,25
600,3347,40.6773429,-74.01275056,6290,7216,13506,5
601,3050,40.6851532,-73.94111,6821,6657,13478,18
602,3313,40.666318100000005,-73.9854617,6915,6563,13478,13
603,436,40.68216564,-73.95399026,7151,6224,13375,6
604,3405,40.6704836,-73.98208968,6699,6502,13201,13
605,3675,40.78459679884891,-73.94968539476396,6558,6587,13145,25
606,3541,40.813358,-73.956461,6135,6939,13074,21
607,3317,40.6686273,-73.98700053,6505,6510,13015,13
608,3324,40.6685455,-73.99333264,6206,6600,12806,13
609,3095,40.71929301,-73.94500379,6378,6345,12723,10
610,3381,40.6777287,-73.99364123,6287,6433,12720,19
611,372,40.694546087246025,-73.95801365375519,6400,6308,12708,1
612,3540,40.81,-73.9551508,6257,6417,12674,21
613,3042,40.6794268,-73.92989109999999,6332,6333,12665,18
614,3153,40.76817546742245,-73.95910263061523,6298,6343,12641,15
615,3144,40.77677702,-73.95900970000001,6269,6272,12541,15
616,3071,40.70538077,-73.94976519,6211,6320,12531,10
617,3399,40.67260298150126,-73.98983001708984,6113,6415,12528,13
618,3532,40.78145,-73.9183302,6250,6252,12502,8
619,3062,40.69539817,-73.94954908,6189,6310,12499,18
620,3371,40.674613422475815,-73.98501142859459,6013,6462,12475,13
621,3570,40.7557327,-73.92366109999999,6147,6163,12310,8
622,3390,40.79329668,-73.9432083,6015,6112,12127,14
623,3479,40.68512559515415,-74.02535319328308,6004,5986,11990,5
624,3629,40.809495347779475,-73.94776493310928,5786,6128,11914,21
625,3449,40.72146256229816,-73.94800901412964,5957,5937,11894,10
626,3578,40.67418060000001,-73.95649470000001,6017,5848,11865,6
627,3517,40.7711528,-73.9170074,5941,5913,11854,8
628,3055,40.68833370000001,-73.950916,6008,5781,11789,18
629,3058,40.69237074,-73.93705428,5972,5814,11786,18
630,3424,40.791976,-73.945993,5778,5931,11709,14
631,3041,40.67890679,-73.94142771,5766,5774,11540,18
632,3387,40.79343370000001,-73.94945003,5731,5799,11530,25
633,3605,40.765834600000005,-73.9265474,5759,5734,11493,8
634,3689,40.79904139288298,-73.96649479866028,6061,5409,11470,0
635,3545,40.8120562,-73.9612547,5842,5557,11399,21
636,3597,40.7577284,-73.9166368,5679,5704,11383,8
637,3643,40.75272201381188,-73.98123621940613,5807,5575,11382,26
638,3693,40.72248188638219,-73.95921930670737,5603,5758,11361,27
639,3591,40.7659,-73.930819,5641,5694,11335,8
640,3520,40.804372,-73.951475,5549,5763,11312,21
641,3120,40.741609999999994,-73.96044,5625,5641,11266,22
642,3568,40.756933200000006,-73.92622309999999,5577,5583,11160,8
643,373,40.69331716,-73.95381995,5369,5778,11147,18
644,3603,40.7647,-73.9240312,5584,5556,11140,8
645,3121,40.74524768,-73.94733276,5560,5578,11138,22
646,3662,40.76129389728909,-73.916916847229,5556,5498,11054,8
647,3054,40.6894932,-73.942061,5566,5454,11020,18
648,3056,40.69072549,-73.95133465,5558,5444,11002,18
649,3491,40.79747,-73.93504,5401,5468,10869,14
650,3511,40.802535,-73.9532423,5337,5521,10858,21
651,3531,40.8125511,-73.9492286,5278,5558,10836,21
652,3494,40.797911,-73.9423,5384,5421,10805,14
653,3588,40.7671863,-73.9373554,5324,5418,10742,3
654,3514,40.7767,-73.927631,5354,5376,10730,8
655,3614,40.768692,-73.9249574,5331,5362,10693,8
656,3348,40.677236,-74.015665,5121,5566,10687,5
657,3556,40.7527085,-73.9397405,5339,5336,10675,3
658,3653,40.75820464696758,-73.92832159996033,5333,5337,10670,8
659,3595,40.760339,-73.9222427,5325,5342,10667,8
660,3302,40.7969347,-73.9643412291,5743,4916,10659,0
661,3524,40.777455200000006,-73.9225403,5186,5190,10376,8
662,3060,40.69425403,-73.94626915,5159,5205,10364,18
663,3066,40.69957608,-73.94708417,5122,5224,10346,18
664,3504,40.8029263,-73.9379,5095,5248,10343,14
665,3617,40.7671,-73.9169858,5187,5147,10334,8
666,3072,40.70583339,-73.94644578,5002,5146,10148,10
667,3616,40.7656251,-73.9136695,5053,5061,10114,8
668,3618,40.7485,-73.941275,5059,5055,10114,3
669,3070,40.70510918,-73.94407279,4978,5078,10056,10
670,3046,40.682601,-73.938037,4985,5062,10047,18
671,3493,40.799139,-73.9389152,4995,5046,10041,14
672,443,40.70853074,-73.96408963,5695,4302,9997,27
673,3619,40.7713615,-73.9246145,4916,4944,9860,8
674,3322,40.668603,-73.99043940000001,4726,5039,9765,13
675,3091,40.71764,-73.94882,4936,4783,9719,10
676,3309,40.7859201,-73.94860294,4775,4803,9578,25
677,3391,40.7892529,-73.93956237,4662,4840,9502,14
678,3069,40.70411791,-73.94818595,4612,4880,9492,10
679,3122,40.74436328706688,-73.95587325096129,4719,4760,9479,22
680,3048,40.68402,-73.94977,4690,4662,9352,18
681,3622,40.807559999999995,-73.93918199999999,4521,4589,9110,14
682,3441,40.752957,-74.00264,4480,4544,9024,29
683,3501,40.8014866,-73.9442507,4486,4506,8992,14
684,3560,40.754876,-73.934326,4538,4448,8986,3
685,3604,40.6630619,-73.95387459999999,4269,4453,8722,6
686,3421,40.6843549,-73.98901629,4264,4428,8692,19
687,3401,40.6724811,-73.99331394,4233,4405,8638,13
688,3575,40.76108,-73.930562,4294,4308,8602,8
689,3530,40.7787185,-73.9145645,4276,4293,8569,8
690,3515,40.774591,-73.918544,4272,4264,8536,8
691,3053,40.6900815,-73.94791500000001,4364,4143,8507,18
692,3316,40.7989937,-73.96621737779999,4664,3806,8470,0
693,3528,40.7713937,-73.9077436,4214,4248,8462,8
694,3123,40.74469738,-73.93540375,4188,4225,8413,3
695,3490,40.796879,-73.93726099999999,4142,4225,8367,14
696,3495,40.79456629999999,-73.9362541,4119,4174,8293,14
697,3500,40.7989445,-73.944846,4127,4163,8290,14
698,3065,40.70029511,-73.95032283,4077,4195,8272,18
699,3563,40.757186,-73.93271899999999,4127,4122,8249,3
700,3063,40.69527008,-73.95238108,4081,4129,8210,18
701,3565,40.7614376,-73.9411265,3955,4000,7955,3
702,3392,40.681211700000006,-74.00860912,3709,4243,7952,5
703,3221,40.743,-73.93561,3954,3980,7934,3
704,3649,40.81439443791581,-73.95324736833571,3977,3906,7883,21
705,3498,40.7974772,-73.9311847,3844,3983,7827,14
706,3606,40.74252,-73.948852,3868,3877,7745,22
707,3527,40.80698,-73.94174699999999,3853,3864,7717,14
708,3551,40.795508,-73.94160600000001,3791,3839,7630,14
709,3499,40.8006721,-73.9349,3789,3818,7607,14
710,3523,40.7729,-73.91614200000001,3770,3791,7561,8
711,3179,40.698617,-73.941342,3761,3754,7515,18
712,3598,40.7595701,-73.91426779999999,3749,3750,7499,8
713,3609,40.7692475,-73.93545040000001,3677,3779,7456,8
714,3327,40.787721399999995,-73.94728331,3723,3731,7454,25
715,3589,40.7668,-73.93477740000002,3699,3738,7437,8
716,3608,40.7423737,-73.9566,3694,3706,7400,22
717,3561,40.7531106,-73.9279917,3684,3683,7367,3
718,3127,40.74966,-73.9521,3645,3702,7347,22
719,3455,40.68680820503432,-73.98036181926726,3596,3732,7328,24
720,3573,40.7580583,-73.92427509999999,3661,3659,7320,8
721,3582,40.6721683,-73.9609,3837,3393,7230,6
722,3059,40.6933982,-73.939877,3635,3589,7224,18
723,3522,40.7701477,-73.9120938,3581,3601,7182,8
724,3299,40.788129999999995,-73.95206,3572,3582,7154,25
725,3577,40.7628138,-73.9342862,3594,3559,7153,3
726,3352,40.67267243410948,-74.00879524648191,3255,3805,7060,5
727,119,40.69608941,-73.97803415,3235,3796,7031,1
728,3154,40.77314236,-73.95856158,3511,3503,7014,15
729,3503,40.80295,-73.942954,3458,3468,6926,14
730,3543,40.81028506306003,-73.95736455917357,3540,3369,6909,21
731,3075,40.70708701,-73.95796783,3569,3287,6856,27
732,152,40.71473993,-74.00910627,3387,3455,6842,28
733,3043,40.6814598,-73.934903,3437,3401,6838,18
734,3607,40.7682,-73.9322662,3386,3401,6787,8
735,3654,40.75186951421875,-73.93349289894103,3401,3372,6773,3
736,3456,40.716380319735606,-73.94821286201476,3373,3286,6659,10
737,3393,40.67943270000001,-74.00785041,3210,3421,6631,5
738,3712,40.754691750226016,-73.9974018931389,3322,3294,6616,11
739,3342,40.677774799999995,-74.0094613,3042,3571,6613,5
740,3566,40.7596276,-73.93214549999999,3291,3261,6552,3
741,3103,40.72153267,-73.95782357,3242,3289,6531,27
742,3630,40.8038654,-73.95593079999999,3235,3282,6517,21
743,3506,40.8013066,-73.93981670000001,3199,3213,6412,14
744,3554,40.7552433,-73.94856779999999,3177,3187,6364,3
745,3073,40.70691254,-73.95441667,3217,3131,6348,27
746,430,40.7014851,-73.98656928,3019,3168,6187,20
747,3546,40.67919439999999,-73.95879029999999,3169,3011,6180,6
748,3128,40.75052534,-73.94594845,2998,3022,6020,3
749,3061,40.69622937,-73.94371094,3085,2931,6016,18
750,3513,40.774645,-73.92370600000001,2898,2904,5802,8
751,3587,40.6686744,-73.9618148,2898,2865,5763,6
752,3477,40.65539977447831,-74.0106278657913,2521,3227,5748,5
753,3337,40.67363551341504,-74.01195555925368,2577,3150,5727,5
754,3505,40.805726,-73.936322,2847,2862,5709,14
755,3340,40.6753274,-74.0100698,2584,2940,5524,5
756,3715,40.71816969454208,-73.95520135760306,2707,2795,5502,27
757,3585,40.6691783,-73.9554162,2709,2683,5392,6
758,449,40.76461837,-73.98789473,2701,2669,5370,11
759,3326,40.67434,-74.00194698,2565,2761,5326,5
760,3646,40.763154819103725,-73.93985509872438,2583,2591,5174,3
761,2001,40.699773,-73.979927,2385,2773,5158,20
762,3612,40.77037429999999,-73.9286078,2480,2494,4974,8
763,3330,40.6725058,-74.00494695,2388,2537,4925,5
764,3601,40.6627059,-73.9569115,2348,2533,4881,6
765,3691,40.76408932350689,-73.9106512069702,2352,2365,4717,8
766,3525,40.776165,-73.9153175,2353,2363,4716,8
767,3621,40.7739825,-73.93091340000001,2349,2348,4697,8
768,3044,40.6800105,-73.938475,2284,2214,4498,18
769,3647,40.74128309355993,-73.93725872039794,2161,2167,4328,3
770,3669,40.67630357634183,-74.00314047932625,2000,2073,4073,5
771,3492,40.8005385,-73.9419949,2032,2017,4049,14
772,3631,40.666563,-73.95674100000001,1995,2030,4025,6
773,3661,40.666439306870814,-73.96055638790129,1971,2010,3981,6
774,3625,40.752575799999995,-73.9364281,1967,1907,3874,3
775,3718,40.727464206923926,-73.97950418293476,2014,1853,3867,9
776,3644,40.67581622522832,-74.01488184928894,1804,2059,3863,5
777,3394,40.6769993,-74.00647134,1774,2034,3808,5
778,3590,40.6679411,-73.9588,1812,1852,3664,6
779,3692,40.6999974843885,-73.97440128028394,1769,1885,3654,1
780,3586,40.763875299999995,-73.9364848,1645,1603,3248,3
781,3557,40.75742,-73.945133,1550,1566,3116,3
782,3700,40.779406085297865,-73.95333588123322,1520,1523,3043,25
783,3596,40.6642406,-73.9574686,1416,1558,2974,6
784,2005,40.70531194,-73.97100056,1333,1558,2891,1
785,3564,40.7601853,-73.9362726,1402,1372,2774,3
786,3559,40.7576314,-73.9391224,1364,1305,2669,3
787,3567,40.76274420000001,-73.9391141,1268,1171,2439,3
788,3325,40.7849032,-73.950503,1166,1172,2338,25
789,3432,40.66906013501107,-73.99463653564453,812,1474,2286,13
790,3620,40.7519071,-73.94791190000001,1134,1135,2269,3
791,3512,40.7747175,-73.93378940000001,1050,1197,2247,8
792,3333,40.6747055,-74.00755720000001,846,1298,2144,5
793,3238,40.77391390238118,-73.9543953537941,716,681,1397,15
794,3714,40.70684203101325,-73.9544353965357,659,607,1266,27
795,3468,40.730380100000005,-73.9747502,299,429,728,9
796,3642,40.78728519860952,-73.95012259483337,268,272,540,25
797,3719,40.683222541615955,-73.9738118648529,222,257,479,24
798,3721,40.7675487799971,-73.92093345522879,238,240,478,8
799,3704,40.7437524099784,-73.94176483154297,224,243,467,3
800,3395,40.6763744,-74.00324957,225,239,464,5
801,3239,40.646538367096475,-74.0165877342224,170,170,340,5
802,3716,40.7535992020056,-73.9379560947418,106,105,211,3
803,3245,40.71644423134479,-73.9823305606842,5,169,174,17
804,3683,40.71015471094912,-73.98453533649443,91,78,169,17
805,3240,40.759030082196055,-73.9938586950302,73,80,153,11
806,3685,40.66065236872916,-73.9645904302597,71,70,141,6
807,3720,40.68461653897949,-73.98721285164356,62,72,134,19
808,3485,40.725208,-73.974724,32,59,91,9
809,3040,40.66979964220026,-73.99497985839844,9,16,25,13
810,3487,40.65659567482039,-74.00849282741547,12,13,25,5
811,3192,40.711242299999995,-74.0557013,0,16,16,23
812,3214,40.712774200000005,-74.03648570000001,0,16,16,7
813,3594,40.6661649,-73.95934840000001,5,9,14,6
814,3184,40.7141454,-74.0335519,0,12,12,7
815,3199,40.728744799999994,-74.03210820000001,0,12,12,7
816,3267,40.7124188237569,-74.03852552175522,0,12,12,7
817,3183,40.7162469,-74.0334588,0,10,10,7
818,3639,40.71925170000001,-74.034234,0,9,9,7
819,3198,40.748715945380226,-74.04044330120088,0,9,9,7
820,3276,40.71458403535893,-74.04281705617905,0,8,8,7
821,3203,40.727595966,-74.044247311,0,5,5,7
822,3672,40.669767091850034,-73.99474382400513,3,2,5,13
823,428,40.72467721,-73.98783413,1,4,5,17
824,3036,40.66290776831685,-73.99972200393677,2,2,4,13
825,3186,40.71958611647166,-74.0431174635887,0,3,3,7
826,3185,40.7177325,-74.04384499999999,0,3,3,7
827,3250,40.716909780459645,-73.98383796215056,1,2,3,17
828,3638,40.7242941,-74.0354826,0,3,3,7
829,3191,40.71821129999999,-74.08363940000001,0,3,3,23
830,3270,40.72528910781132,-74.04557168483734,0,3,3,7
831,3681,40.71517767732029,-74.03768330812454,0,3,3,7
832,3213,40.71848892,-74.047726625,0,3,3,7
833,3481,40.71649,-74.04105,0,2,2,7
834,3678,40.72572613742557,-74.07195925712584,0,2,2,23
835,3275,40.71835519823214,-74.03891444206238,0,2,2,7
836,3196,40.7443187,-74.04399090000001,0,2,2,7
837,3268,40.71346382669195,-74.06285852193831,0,2,2,23
838,3187,40.721123600000006,-74.03805095,0,2,2,7
839,3428,40.740983,-74.00170200000001,0,1,1,29
840,3202,40.7272235,-74.03375890000001,0,1,1,7
841,3195,40.730742625306576,-74.06378388404845,0,1,1,23
842,3277,40.71435836870427,-74.06661093235016,0,1,1,23
843,3279,40.72163014263835,-74.04996782541275,0,1,1,7
